,,,TWINS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
ST EMILION,1RST B,1995,PAVIE MACQUIN,75cl,89,68,,,,,,,
ST EMILION,1RST B,2001,PAVIE MACQUIN,75cl,89,55,,,,,,,
ST EMILION,1RST B,2009,PAVIE MACQUIN,75cl,92+,70,,,,,,,
ST EMILION,1RST B,2011,PAVIE MACQUIN,75cl,92+,39.95,,,,,,,
ST EMILION,1RST B,2012,PAVIE MACQUIN,75cl,93+,42,,,,,,,
ST EMILION,1RST B,1989,TROPLONG MONDOT,75cl,95+,185,,,,,,,
ST EMILION,1RST B,1995,TROPLONG MONDOT,75cl,92,75,,,,,,,
ST EMILION,1RST B,1995,TROPLONG MONDOT,"1,5L",92,150,Mag,,,,,,
ST EMILION,1RST B,1998,TROPLONG MONDOT,"1,5L",93,145,Mag,,,,,,
ST EMILION,1RST B,2004,TROPLONG MONDOT,75cl,89+,50,,,,,,,
ST EMILION,1RST B,2006,TROPLONG MONDOT,75cl,93,65,,,,,,,
ST EMILION,1RST B,2008,TROPLONG MONDOT,75cl,96,65,,2003,MONDOT,75cl,18,,
ST EMILION,1RST B,2010,TROPLONG MONDOT,75cl,99,125,,2006,MONDOT,75cl,16.5,,
ST EMILION,1RST B,2011,TROPLONG MONDOT,75cl,95,58,,2008,MONDOT,75cl,16.25,,
ST EMILION,1RST B,2013,TROPLONG MONDOT,75cl,,49.95,,2011,MONDOT,75cl,16.4,,89
ST EMILION,1RST B,2000,TROTTEVIELLE,75cl,89,58,,,,,,,
ST EMILION,SEGCC,2006,BELLEFONT BELCIER,75cl,89-91,22,,,,,,,
ST EMILION,SEGCC,2008,BELLEFONT BELCIER,75cl,90,19.95,,,,,,,
ST EMILION,SEGCC,2008,BELLEFONT BELCIER,"37,5cl",90,10.5,Half,,,,,,
ST EMILION,SEGCC,2009,BELLEFONT BELCIER,75cl,91,28,,,,,,,
ST EMILION,SEGCC,2010,BELLEFONT BELCIER,75cl,92,28,,,,,,,
ST EMILION,SEGCC,2011,BELLEFONT BELCIER,75cl,92,23,,,,,,,
ST EMILION,SEGCC,2009,BELLEVUE  ,75cl,93,48,,,,,,,
ST EMILION,SEGCC,2005,BERLIQUET,75cl,88-90,24,,2010,LES AILES DE BERLIQUET,75cl,9.6,,
ST EMILION,SEGCC,1993,CANON LA GAFFELIERE,75cl,88,45,,,,,,,
ST EMILION,SEGCC,1999,CANON LA GAFFELIERE,"5,0L",92,450,JERO,,,,,,
ST EMILION,SEGCC,2001,CANON LA GAFFELIERE,75cl,92,75,,,,,,,
ST EMILION,SEGCC,2004,CANON LA GAFFELIERE,75cl,91,58,,,,,,,
ST EMILION,SEGCC,2008,CANON LA GAFFELIERE,75cl,93,59,,,,,,,
ST EMILION,SEGCC,2011,CANON LA GAFFELIERE,75cl,91,45,,,,,,,
ST EMILION,SEGCC,2012,CANON LA GAFFELIERE,75cl,93,49,,,,,,,
ST EMILION,SEGCC,2013,CANON LA GAFFELIERE,75cl,,37.8,,,,,,,
ST EMILION,SEGCC,2009,CHAUVIN,75cl,91,24,,,,,,,
ST EMILION,SEGCC,2000,CLOS DES JACOBINS,75cl,,29.95,,,,,,,
ST EMILION,SEGCC,2010,CLOS DES JACOBINS,75cl,90,27,,,,,,,
ST EMILION,SEGCC,1995,CLOS DE L'ORATOIRE,75cl,89,39,,,,,,,
ST EMILION,SEGCC,2003,CLOS DE L'ORATOIRE,75cl,88,28,,,,,,,
ST EMILION,SEGCC,2010,CLOS DE L'ORATOIRE,75cl,94,35,,,,,,,
ST EMILION,SEGCC,2011,CLOS DE L'ORATOIRE,75cl,90+,21.75,,,,,,,
ST EMILION,SEGCC,2013,CLOS DE L'ORATOIRE,75cl,,19.5,,,,,,,
ST EMILION,SEGCC,2010,CLOTTE (LA),75cl,90,39.95,,,,,,,
ST EMILION,SEGCC,2012,CLOTTE (LA),75cl,88-90,26.65,,,,,,,
ST EMILION,SEGCC,2009,CORBIN,75cl,92,22,,,,,,,
ST EMILION,SEGCC,2013,CORBIN,75cl,,16.2,,,,,,,
ST EMILION,SEGCC,2000,DASSAULT,75cl,88,42,,,,,,,
ST EMILION,SEGCC,2008,DASSAULT,75cl,88,24.5,,,,,,,
ST EMILION,SEGCC,2008,LA DOMINIQUE,75cl,90,28,,,,,,,
ST EMILION,SEGCC,2010,LA DOMINIQUE,75cl,93,34,,,,,,,
ST EMILION,SEGCC,2010,LA DOMINIQUE,"3,0L",93,170,Dmag,,,,,,
ST EMILION,SEGCC,2010,LA DOMINIQUE,"5,0L",93,270,JERO,,,,,,
ST EMILION,SEGCC,2010,LA DOMINIQUE,"6,0L",93,325,Imperiale,,,,,,
ST EMILION,SEGCC,2011,LA DOMINIQUE,75cl,90,25.95,,,,,,,
ST EMILION,SEGCC,2013,FLEUR CARDINALE,75cl,,21.6,,,,,,,
ST EMILION,SEGCC,1985,GRAND MAYNE,"6,0L",86,420,Imperiale,,,,,,
ST EMILION,SEGCC,1986,GRAND MAYNE,"6,0L",87,420,Imperiale,,,,,,
ST EMILION,SEGCC,1988,GRAND MAYNE,"1,5l",87,110,Mag,,,,,,
ST EMILION,SEGCC,1988,GRAND MAYNE,"6,0L",87,420,Imperiale,,,,,,
ST EMILION,SEGCC,2010,GRAND MAYNE,75cl,90,34,,,,,,,
ST EMILION,SEGCC,2011,GRAND MAYNE,75cl,91,24.95,,,,,,,
ST EMILION,SEGCC,2012,GRAND MAYNE,75cl,89+,23.95,,,,,,,
ST EMILION,SEGCC,2002,LES GRANDES MURAILLES,75cl,88,20.5,,,,,,,
ST EMILION,SEGCC,2000,LARCIS DUCASSE,75cl,87,39.5,,,,,,,
ST EMILION,SEGCC,2003,LARCIS DUCASSE,75cl,91,39.5,,,,,,,
ST EMILION,SEGCC,2006,LARCIS DUCASSE,75cl,91,32,,,,,,,
ST EMILION,SEGCC,2007,LARCIS DUCASSE,75cl,92,29.5,,,,,,,
ST EMILION,SEGCC,2013,LARCIS DUCASSE,75cl,,29.95,,,,,,,
ST EMILION,SEGCC,1998,LARMANDE,75cl,87,25,,,,,,,
ST EMILION,SEGCC,2011,MONBOUSQUET,75cl,90,27.5,,,,,,,
ST EMILION,SEGCC,2013,MONBOUSQUET,75cl,,25.2,,,,,,,
ST EMILION,SEGCC,2013,MONBOUSQUET,"37,5cl",,13.1,Half,,,,,,
ST EMILION,SEGCC,1999,PAVIE DECESSE,"6,0L",93,550,Imperiale,,,,,,
ST EMILION,SEGCC,2000,PAVIE DECESSE,75cl,96,145,,,,,,,
ST EMILION,SEGCC,2007,PAVIE DECESSE,75cl,93,59,,,,,,,
ST EMILION,SEGCC,2008,PAVIE DECESSE,75cl,94+,79,,,,,,,
ST EMILION,SEGCC,2009,PAVIE DECESSE,75cl,98,160,,,,,,,
ST EMILION,SEGCC,2011,PAVIE DECESSE,75cl,94+,79,,,,,,,
ST EMILION,SEGCC,2001,QUINAULT L'ENCLOS,75cl,92,43,,,,,,,
ST EMILION,SEGCC,2002,QUINAULT L'ENCLOS,"1,5L",,39.6,Mag,,,,,,
ST EMILION,SEGCC,2009,QUINAULT L'ENCLOS,75cl,90,25,,,,,,,
ST EMILION,SEGCC,2009,SAINT GEORGES COTE PAVIE,75cl,89+,19.95,,,,,,,
ST EMILION,SEGCC,1990,TOUR FIGEAC,75cl,,48,,,,,,,
ST EMILION,SEGCC,1990,TOUR FIGEAC,"1,5L",,96,Mag,,,,,,
ST EMILION,SEGCC,1995,TOUR FIGEAC,75cl,87,39.95,,,,,,,
ST EMILION,SEGCC,1995,TOUR FIGEAC,"37,5cl",87,19.95,Half,,,,,,
ST EMILION,SEGCC,1995,TOUR FIGEAC,"1,5L",87,79.9,Mag,,,,,,
ST EMILION,SEGCC,1995,TOUR FIGEAC,"3,0L",87,180,Dmag,,,,,,
ST EMILION,SEGCC,1995,TOUR FIGEAC,"5,0L",87,285,JERO,,,,,,
ST EMILION,SEGCC,1995,TOUR FIGEAC,"6,0L",87,360,Imperiale,,,,,,
ST EMILION,SEGCC,1996,TOUR FIGEAC,50cl,,15,50cl,,,,,,
ST EMILION,SEGCC,1999,TOUR FIGEAC,"1,5L",,65,Mag,,,,,,
ST EMILION,SEGCC,2001,TOUR FIGEAC,"1,5L",90,76.8,Mag,,,,,,
ST EMILION,SEGCC,2002,TOUR FIGEAC,"37,5cl",,8.5,Half,,,,,,
ST EMILION,SEGCC,2003,TOUR FIGEAC,"1,5L",87-89,66,Mag,,,,,,
ST EMILION,SEGCC,2006,TOUR FIGEAC,"37,5cl",91,16,Half,,,,,,
ST EMILION,SEGCC,2007,TOUR FIGEAC,"1,5L",90-92,48,Mag,,,,,,
ST EMILION,SEGCC,2010,TOUR FIGEAC,75cl,92,25.5,,,,,,,
ST EMILION,SEGC ,2008,ASTERIES (LES),75cl,93,48,,,,,,,
ST EMILION,SEGC ,2012,ASTERIES (LES),75cl,92,60,,,,,,,
ST EMILION,SEGC ,2002,BARDE HAUT,75cl,87,15.9,,,,,,,
ST EMILION,SEGC ,2004,BARDE HAUT,75cl,89,15.6,,,,,,,
ST EMILION,SEGC ,2008,BARDE HAUT,75cl,89,18,,,,,,,
ST EMILION,SEGC ,2010,BARDE HAUT,75cl,92,24,,,,,,,
ST EMILION,SEGC ,2001,BELLEVUE MONDOTTE  ,75cl,94,130,,,,,,,
ST EMILION,SEGC ,2011,BELLEVUE MONDOTTE  ,75cl,95+,99,,,,,,,
ST EMILION,SEGC ,2012,BELLEVUE MONDOTTE  ,75cl,96,99,,,,,,,
ST EMILION,SEGC ,2006,CARRE (LE),75cl,93,49,,,,,,,
ST EMILION,SEGC ,2008,CARRE (LE),75cl,89+,42,,,,,,,
ST EMILION,SEGC ,2010,CARRE (LE),75cl,95,65,,,,,,,
ST EMILION,SEGC ,2012,CARRE (LE),75cl,91,40.2,,,,,,,
ST EMILION,SEGC ,2000,CLOS DUBREUIL,75cl,93,55,,,,,,,
ST EMILION,SEGC ,2009,COTE DE BALEAU,75cl,87,14,,,,,,,
ST EMILION,SEGC ,2010,COTE DE BALEAU,75cl,91,14.5,,,,,,,
ST EMILION,SEGC ,2011,COTE DE BALEAU,75cl,86,11.75,,,,,,,
ST EMILION,SEGC ,2012,COTE DE BALEAU,75cl,,13.2,,,,,,,
ST EMILION,SEGC ,2001,CROIX DE LABRIE,75cl,91,45,,,,,,,
ST EMILION,SEGC ,2010,CROIX FIGEAC,75cl,88,15,,,,,,,
ST EMILION,SEGC ,2008,DÔME (LE),75cl,94,60,,,,,,,
ST EMILION,SEGC ,2012,DÔME (LE),75cl,93,70.8,,,,,,,
ST EMILION,SEGC ,2005,FONBEL,75cl,90,24,,,,,,,
ST EMILION,SEGC ,2008,FONBEL,75cl,87,14.5,,,,,,,
ST EMILION,SEGC ,2010,FONBEL,75cl,,16,,,,,,,
ST EMILION,SEGC ,2013,FONBEL,75cl,,8.95,,,,,,,
ST EMILION,SEGC ,1998,HERMITAGE,75cl,89,29.95,,,,,,,
ST EMILION,SEGC ,2004,MOULIN SAINT GEORGES,75cl,89,27.95,,,,,,,
ST EMILION,SEGC ,2011,MOULIN SAINT GEORGES,75cl,88,19.95,,,,,,,
ST EMILION,SEGC ,2012,MOULIN SAINT GEORGES,75cl,89,19.2,,,,,,,
ST EMILION,SEGC ,2013,MOULIN SAINT GEORGES,75cl,,18,,,,,,,
ST EMILION,SEGC ,2004,PEBY FAUGERES,75cl,92+,55,,,,,,,
ST EMILION,SEGC ,2012,QUINTUS (HAUT BRION),75cl,89,65,,2012,DRAGON DE QUINTUS,75cl,18,,
ST EMILION,SEGC ,1994,TERTRE ROTEBOEUF,75cl,90,125,,,,,,,
ST EMILION,SEGC ,1995,TERTRE ROTEBOEUF,75cl,94+,160,,,,,,,
ST EMILION,SEGC ,1999,TERTRE ROTEBOEUF,75cl,91,110,,,,,,,
ST EMILION,SEGC ,2004,TERTRE ROTEBOEUF,75cl,89,90,,,,,,,
ST EMILION,SEGC ,2008,TERTRE ROTEBOEUF,75cl,,105,,,,,,,
ST EMILION,SEGC ,2008,TOUR DU PIN (cheval blanc),75cl,89,19.95,,,,,,,
ST EMILION,SEGC ,2009,TOUR DU PIN (cheval blanc),75cl,90+,29,,,,,,,
ST EMILION,SEGC ,2010,TOUR DU PIN (cheval blanc),75cl,93,29,,,,,,,
ST EMILION,SEGC ,2000,VALANDRAUD,75cl,94,185,,,,,,,
ST EMILION,SEGC ,2003,VALANDRAUD,75cl,93,150,,2005,VIRGINIE DE VALANDRAUD,"1,5L",84,,92
ST EMILION,SEGC ,2004,VALANDRAUD,75cl,91+,89,,2005,VIRGINIE DE VALANDRAUD,"3,0L",168,,92
ST EMILION,SEGC ,2010,VALANDRAUD,75cl,97+,195,,2006,VIRGINIE DE VALANDRAUD,75cl,29.5,,88+
ST EMILION,SEGC ,2012,VALANDRAUD,75cl,95+,78,,2008,VIRGINIE DE VALANDRAUD,75cl,27,,89
ST EMILION,SEGC ,2010,VALANDRAUD WHITE,75cl,,35,,,,,,,
ST EMILION,SEGC ,2011,VALANDRAUD WHITE,75cl,,35,,,,,,,
ST EMILION,SEGC ,2013,VALANDRAUD WHITE,75cl,,30,,,,,,,
ST EMILION,SEGC ,2010,VIEUX CHÂTEAU MAZERAT,75cl,95+,54,,,,,,,
ST EMILION,SEGC ,2012,VIEUX CHÂTEAU MAZERAT,75cl,94,60,,,,,,,
POMEROL,,1999,BEAUREGARD,75cl,88,28.5,,,,,,,
POMEROL,,2009,BELLEGRAVE  ,75cl,,19.5,,,,,,,
POMEROL,,2005,BON PASTEUR,75cl,95,65,,,,,,,
POMEROL,,2009,BON PASTEUR,75cl,94,55,,,,,,,
POMEROL,,2010,BON PASTEUR,75cl,95,55,,,,,,,
POMEROL,,2012,BON PASTEUR,75cl,93,39.5,,,,,,,
POMEROL,,1998,CERTAN DE MAY,75cl,86,35,,,,,,,
POMEROL,,2006,CLINET ,75cl,90+,55,,,,,,,
ST EMILION,,2006,CLINET ,"6,0L",90+,499,Imperiale,,,,,,
POMEROL,,2010,CLINET ,75cl,96+,115,,,,,,,
POMEROL,,2010,CLINET ,"37,5cl",96+,55,Half,,,,,,
POMEROL,,2012,CLINET ,"6,0L",95,540,Imperiale,,,,,,
POMEROL,,2013,CLINET ,75cl,,39.6,,,,,,,
POMEROL,,2002,CLOS L'EGLISE,75cl,92,47.5,,,,,,,
POMEROL,,2004,CLOS L'EGLISE,75cl,91,48,,,,,,,
POMEROL,,2006,CLOS L'EGLISE,75cl,92,53,,,,,,,
POMEROL,,1999,EGLISE CLINET,75cl,92,125,,,,,,,
POMEROL,,2002,EGLISE CLINET,75cl,86,79.95,,,,,,,
POMEROL,,2004,EGLISE CLINET,75cl,93,110,,2011,PETITE EGLISE,75cl,25,,
POMEROL,,1988,EVANGILE,75cl,87,129,,,,,,,
POMEROL,,1989,EVANGILE,75cl,89,158,,,,,,,
POMEROL,,1993,EVANGILE,"3,0L",89,300,Dmag,,,,,,
POMEROL,,1993,EVANGILE,"6,0L",89,560,Imperiale,,,,,,
POMEROL,,1994,EVANGILE,"3,0L",90,340,Dmag,,,,,,
POMEROL,,1995,EVANGILE,75cl,92,153,,,,,,,
POMEROL,,1998,EVANGILE,"1,5L",92,399,Mag,,,,,,
POMEROL,,2006,EVANGILE,75cl,93,110,,,,,,,
POMEROL,,2008,EVANGILE,"1,5L",94,230,Mag,,,,,,
POMEROL,,2010,EVANGILE,75cl,98+,197,,,,,,,
POMEROL,,2011,EVANGILE,75cl,88-90,99,,,,,,,
POMEROL,,2012,EVANGILE,75cl,90-94,105,,,,,,,
POMEROL,,2013,EVANGILE,75cl,,99,,,,,,,
POMEROL,,2010,GAZIN,75cl,96,75,,,,,,,
POMEROL,,2011,GAZIN,75cl,93+,42,,,,,,,
POMEROL,,2013,GAZIN,75cl,,38,,,,,,,
POMEROL,,1988,LA CONSEILLANTE,75cl,87,145,,,,,,,
POMEROL,,1993,LA CONSEILLANTE,"5,0L",87,460,JERO,,,,,,
POMEROL,,1994,LA CONSEILLANTE,"5,0L",87,505,JERO,,,,,,
POMEROL,,1994,LA CONSEILLANTE,"6,0L",87,600,Imperiale,,,,,,
POMEROL,,1995,LA CONSEILLANTE,75cl,89,135,,,,,,,
POMEROL,,2001,LA CONSEILLANTE,75cl,89,130,,,,,,,
POMEROL,,2006,LA CONSEILLANTE,75cl,93,93,,,,,,,
POMEROL,,2006,LA CONSEILLANTE,"1,5L",93,204,Mag,,,,,,
POMEROL,,2007,LA CONSEILLANTE,75cl,89,62,,,,,,,
POMEROL,,2009,LA CONSEILLANTE,75cl,96,155,,,,,,,
POMEROL,,2010,LA CONSEILLANTE,75cl,96,165,,,,,,,
POMEROL,,2011,LA CONSEILLANTE,75cl,92,69,,,,,,,
POMEROL,,2013,LA CONSEILLANTE,75cl,,57.6,,,,,,,
POMEROL,,1988,LA CROIX DE GAY,75cl,86,45,,,,,,,
POMEROL,,1988,LA CROIX DE GAY,"1,5L",86,90,Mag,,,,,,
POMEROL,,1994,LA CROIX DE GAY,"6,0L",87,225,Imperiale,,,,,,
POMEROL,,1998,LA CROIX DE GAY,"1,5L",87,70,Mag,,,,,,
POMEROL,,2011,LA CROIX DE GAY,75cl,,18.9,,,,,,,
POMEROL,,2012,LA CROIX DE GAY,75cl,88+,18.6,,,,,,,
POMEROL,,2012,LA CROIX DE GAY,"37,5cl",88+,9.5,Half,,,,,,
POMEROL,,2013,LA CROIX DE GAY,75cl,,17,,,,,,,
POMEROL,,2000,LA CROIX DU CASSE,75cl,88,25,,,,,,,
POMEROL,,2011,LA CROIX SAINT GEORGES,75cl,86,28.8,,,,,,,
POMEROL,,2013,LA CROIX SAINT GEORGES,75cl,,27,,,,,,,
POMEROL,,1986,LA FLEUR DE GAY,75cl,88,85,,,,,,,
POMEROL,,1994,LA FLEUR DE GAY,"1,5L",89,110,Mag,,,,,,
POMEROL,,1998,LA FLEUR DE GAY,75cl,90,79.5,,,,,,,
POMEROL,,2005,LA FLEUR DE GAY,75cl,90+,75,,,,,,,
POMEROL,,2008,LA FLEUR DE GAY,75cl,92,55,,,,,,,
POMEROL,,2010,LA FLEUR DE GAY,75cl,93,65,,,,,,,
POMEROL,,2012,LA FLEUR DE GAY,75cl,92,51.6,,,,,,,
POMEROL,,2013,LA FLEUR DE GAY,75cl,,49.8,,,,,,,
POMEROL,,1999,LA FLEUR PETRUS,75cl,89,175,,,,,,,
POMEROL,,2001,LA FLEUR PETRUS,75cl,90,175,,,,,,,
POMEROL,,2004,LA FLEUR PETRUS,75cl,90,173,,,,,,,
POMEROL,,2006,LA FLEUR PETRUS,75cl,90+,178,,,,,,,
POMEROL,,2006,LA FLEUR PETRUS,"6,0L",90+,1200,Imperiale,,,,,,
POMEROL,,2009,LA FLEUR PETRUS,"1,5L",97,450,Mag,,,,,,
POMEROL,,2011,LA FLEUR PETRUS,"1,5L",92,270,Mag,,,,,,
POMEROL,,2011,LA FLEUR PETRUS,75cl,92,135,,,,,,,
POMEROL,,2012,LA FLEUR PETRUS,75cl,95,140,,,,,,,
POMEROL,,2006,LA VIOLETTE,75cl,92-94,150,,,,,,,
POMEROL,,2006,LA VIOLETTE,"1,5L",92-94,300,Mag,,,,,,
POMEROL,,2006,LA VIOLETTE,"3,0L",92-94,600,Dmag,,,,,,
POMEROL,,2006,LA VIOLETTE,"6,0L",92-94,1200,Imperiale,,,,,,
POMEROL,,2007,LA VIOLETTE,75cl,91,135,,,,,,,
POMEROL,,2007,LA VIOLETTE,"1,5L",91,270,Mag,,,,,,
POMEROL,,2007,LA VIOLETTE,"3,0L",91,540,Dmag,,,,,,
POMEROL,,2007,LA VIOLETTE,"6,0L",91,1080,Imperiale,,,,,,
POMEROL,,2004,LATOUR A POMEROL  ,75cl,89+,48,,,,,,,
POMEROL,,2007,LATOUR A POMEROL  ,75cl,88,39.95,,,,,,,
POMEROL,,2009,LATOUR A POMEROL  ,75cl,92,65,,,,,,,
POMEROL,,2011,LATOUR A POMEROL  ,75cl,89,53,,,,,,,
POMEROL,,2004,LE GAY,75cl,93,53,,,,,,,
POMEROL,,2006,LE GAY,75cl,93,69,,,,,,,
POMEROL,,2008,LE GAY,75cl,94+,75,,,,,,,
POMEROL,,2008,LE GAY,"1,5L",94+,150,Mag,,,,,,
POMEROL,,2011,LE GAY,75cl,94,54,,2011,MANOIR DE GAY,75cl,14.5,,87
POMEROL,,2013,LE GAY,75cl,,48,,2013,MANOIR DE GAY,75cl,14.4,,88
POMEROL,,1998,NENIN,75cl,90,58,,,,,,,
POMEROL,,2000,NENIN,75cl,90,60,,,,,,,
POMEROL,,2004,NENIN,75cl,89,36,,2009,FUGUE DE NENIN,75cl,24,,
POMEROL,,1998,PETIT VILLAGE,75cl,89,55,,,,,,,
POMEROL,,1998,PETIT VILLAGE,"37,5cl",89,26,half,,,,,,
POMEROL,,2000,PETIT VILLAGE,75cl,90,65,,,,,,,
POMEROL,,2005,PETIT VILLAGE,75cl,89+,49.95,,,,,,,
POMEROL,,2009,PETIT VILLAGE,75cl,91,49,,,,,,,
POMEROL,,2013,PETIT VILLAGE,75cl,,37.2,,,,,,,
POMEROL,,2010,ROUGET,75cl,93,32,,,,,,,
POMEROL,,2012,ROUGET,75cl,92,23.4,,,,,,,
POMEROL,,2011,TAILLEFER,75cl,,13.5,,,,,,,
POMEROL,,2012,TAILLEFER,75cl,,13.95,,,,,,,
POMEROL,,2013,TAILLEFER,75cl,,12.5,,,,,,,
POMEROL,,1985,TROTANOY,75cl,,129,,,,,,,
POMEROL,,1988,TROTANOY,75cl,,129,,,,,,,
POMEROL,,2006,TROTANOY,75cl,93,119.5,,,,,,,
POMEROL,,2008,TROTANOY,75cl,96,172,,,,,,,
POMEROL,,1995,VIEUX CHÂTEAU CERTAN,75cl,88,135,,,,,,,
POMEROL,,2003,VIEUX CHÂTEAU CERTAN,75cl,90,105,,,,,,,
POMEROL,,2004,VIEUX CHÂTEAU CERTAN,75cl,93+,125,,2011,GRAVETTE DE CERTAN,75cl,26,,
POMEROL,,2011,VIEUX CHÂTEAU CERTAN,75cl,91,115,,2013,GRAVETTE DE CERTAN,75cl,24,,
FRONSAC,,2008,FONTENIL,75cl,90,13.8,,,,,,,
FRONSAC,,2010,LA PRADE,75cl,86+,8.9,,,,,,,
CASTILLON,,2004,CLOS LES LUNELLES,75cl,92,22.1,,,,,,,
CASTILLON,,2010,CLOS LES LUNELLES,75cl,91,17,,,,,,,
CASTILLON,,2011,CLOS LES LUNELLES,75cl,91+,15.95,,,,,,,
CASTILLON,,2012,CLOS LES LUNELLES,75cl,90,13.8,,,,,,,
CASTILLON,,2010,JOANIN BECOT,75cl,89,13.8,,,,,,,
CASTILLON,,2012,JOANIN BECOT,75cl,87-89,12,,,,,,,
CASTILLON,,2010,MONTLANDRIE (Durantou),75cl,,16.8,,,,,,,
SAUTERNES,1RST,1990,YQUEM  ,75cl,99,330,,,,,,,
SAUTERNES,1RST,1996,YQUEM  ,75cl,95,169,,,,,,,
SAUTERNES,1RST,1998,YQUEM  ,"1,5L",91,290,Mag,,,,,,
SAUTERNES,1RST,2000,YQUEM  ,75cl,90,290,,,,,,,
SAUTERNES,1RST,2000,YQUEM  ,"37,5cl",90,145,Half,,,,,,
SAUTERNES,1RST,2005,YQUEM  ,75cl,97,280,,,,,,,
SAUTERNES,1RST,2001,YQUEM  ,"1,5L",100,975,,,,,,,
SAUTERNES,1RST,2007,YQUEM  ,75cl,98,295,,2011,Y D'YQUEM,75cl,110,,DRY
SAUTERNES,1RST,2013,YQUEM  ,75cl,95-97,250,,2012,Y D'YQUEM,75cl,108,,DRY
SAUTERNES,1RST,2013,YQUEM  ,"37,5cl",95-97,125,Half,2014,Y D'YQUEM,75cl,95,,DRY
SAUTERNES,1RST,,YQUEM MIXED CASE 86/96/06,75cl,,900,,,,,,,
SAUTERNES,1RST,,YQUEM MIXED CASE 89/99/09,75cl,,1080,,,,,,,
SAUTERNES,1RST,,YQUEM MIXED CASE 90/00/10,75cl,,1080,,,,,,,
SAUTERNES,1RST,,YQUEM MIXED CASE 91/01/11,75cl,,1080,,,,,,,
SAUTERNES,1RST,,YQUEM MIXED CASE 82/83/85/86/88/89,75cl,,2300,,,,,,,
SAUTERNES,1RST,2003,CLIMENS,75cl,90,55,,,,,,,
SAUTERNES,1RST,2007,CLIMENS,75cl,98,95,,,,,,,
SAUTERNES,1RST,2001,COUTET,75cl,93,50,,,,,,,
SAUTERNES,1RST,2002,COUTET,"6,0L",89,200,Imperiale,,,,,,
SAUTERNES,1RST,2003,COUTET,"6,0L",89,200,Imperiale,,,,,,
SAUTERNES,1RST,2006,COUTET,"6,0L",92,200,Imperiale,,,,,,
SAUTERNES,1RST,2003,COUTET,"6,0L",89,200,Imperiale,,,,,,
SAUTERNES,1RST,2012,COUTET,"37,5cl",87+,14.95,Half,,,,,,
SAUTERNES,1RST,1997,COUTET CUVEE MADAME,75cl,97,200,,,,,,,
SAUTERNES,1RST,2003,COUTET CUVEE MADAME,75cl,95,200,,,,,,,
SAUTERNES,1RST,2001,GUIRAUD,75cl,93,38,,,,,,,
SAUTERNES,1RST,2003,GUIRAUD,75cl,90,35,,,,,,,
SAUTERNES,1RST,2001,LAFAURIE PEYRAGUEY,"37,5cl",96,27.5,Half,,,,,,
SAUTERNES,1RST,2003,LAFAURIE PEYRAGUEY,75cl,89,29,,,,,,,
SAUTERNES,1RST,2010,RAYNE VIGNEAU,"37,5cl",93,12.5,Half,,,,,,
SAUTERNES,1RST,1975,RIEUSSEC,"1,5L",90,165,Mag,,,,,,
SAUTERNES,1RST,1988,RIEUSSEC,75cl,93,59,,,,,,,
SAUTERNES,1RST,1989,RIEUSSEC,75cl,92,59,,,,,,,
SAUTERNES,1RST,1990,RIEUSSEC,75cl,90,66,,,,,,,
SAUTERNES,1RST,2001,RIEUSSEC,75cl,99,118,,,,,,,
SAUTERNES,1RST,2001,RIEUSSEC,"37,5cl",99,59,Half,2011,LES CARMES DE RIEUSSEC,75CL,15,,
SAUTERNES,1RST,2007,RIEUSSEC,75cl,93,35,,2013,LES CARMES DE RIEUSSEC,75CL,13.75,,
SAUTERNES,1RST,2010,RIEUSSEC,75cl,96,35,,,,,,,
SAUTERNES,1RST,2013,RIEUSSEC,75cl,94-96,45,,,,,,,
SAUTERNES,1RST,1989,SUDUIRAUT  ,75cl,89,45,,,,,,,
SAUTERNES,1RST,2001,SUDUIRAUT  ,75cl,98,65,,,,,,,
SAUTERNES,1RST,2003,SUDUIRAUT  ,75cl,95,35,,,,,,,
SAUTERNES,1RST,2009,SUDUIRAUT  ,"37,5cl",98,26.95,Half,,,,,,
SAUTERNES,1RST,2001,TOUR BLANCHE,75cl,96,59,,,,,,,
SAUTERNES,1RST,2009,TOUR BLANCHE,"37,5cl",93,12,,,,,,,
CHILI,,2013,ALMAVIVA ,"3,0L",,280,Dmag,,,,,,
CHILI,,2013,ALMAVIVA ,"6,0L",,570,Imperiale,,,,,,
ITALY,,2005,GAJA BARBARESCO,75cl,94,175,,,,,,,
ITALY,,2004,GAJA CONTEISA,75cl,94,145,,,,,,,
ITALY,,2007,GAJA CONTEISA,75cl,95,130,,,,,,,
ITALY,,2005,GAJA SPERSS,75cl,93,180,,,,,,,
ITALY,,2007,GUADO AL TASSO,75cl,93,69,,,,,,,
ITALY,,2010,MASSETO,75cl,98,510,,,,,,,
ITALY,,2012,MASSETO,75cl,,425,,,,,,,
ITALY,,2011,SASSICAIA,"1,5L",,230,Mag,,,,,,
ITALY,,2011,SASSICAIA,75cl,,125,,,,,,,
ITALY,,2011,SOLAIA,75cl,,130,,,,,,,
